Julian,Naranjo,41,1094893848,3022754972,Calarca,false,2024-11-12 23:20:22
gabriel,bautista,78,1714126932,3703041443,Pitalito,false,2024-11-12 23:20:22
francisco luis,guzmán,68,1359136797,3806408004,Montería,false,2024-11-12 23:20:22
sandra maria,martinez,76,1463684971,3775487791,Bogotá,true,2024-11-12 23:20:22
vero,carrillo,67,1867242513,3290990547,Arauca,true,2024-11-12 23:20:22
patricia,torres,48,1699177935,3355966739,Pereira,false,2024-11-12 23:20:22
carla,ramirez,53,1650158616,3848968264,Santa Rosa de Cabal,false,2024-11-12 23:20:22
cristina,alcaraz,56,1418089882,3168226858,Leticia,true,2024-11-12 23:20:22
ramón,torres,79,1219477416,3368583103,Tunja,true,2024-11-12 23:20:22
raul enrique,lópez,66,1227756062,3013094671,Cali,false,2024-11-12 23:20:22
jose antonio,rivera,65,1147535163,3034706563,Manizales,false,2024-11-12 23:20:22
nancy,gonzález,73,1238497300,3891562523,Arauquita,true,2024-11-12 23:20:22
margarita,abreu,47,1085378252,3880420962,Santa Marta,false,2024-11-12 23:20:22
ismael,munoz,46,1027675703,3014533681,Pereira,false,2024-11-12 23:20:22
antonio,guzmán,42,1621126118,3861310180,Bogotá,true,2024-11-12 23:20:22
lucía maría,ramirez,62,1311667783,3429939400,Barranquilla,true,2024-11-12 23:20:22
jose alejandro,barrientos,42,1086780060,3528541136,Villavicencio,true,2024-11-12 23:20:22
alicia maria,moreno,75,1727089994,3332276775,Armenia,false,2024-11-12 23:20:22
angela,rojas,45,1337277805,3677676586,Popayán,true,2024-11-12 23:20:22
olga,herrera,51,1545193189,3469712651,Santa Rosa de Cabal,false,2024-11-12 23:20:22
elena,pazos,55,1575716412,3056769995,Ibagué,true,2024-11-12 23:20:22
natalia,cortez,47,1134325411,3580198223,Armenia,false,2024-11-12 23:20:22
daniela,cardenas,62,1711059974,3233368295,Yopal,false,2024-11-12 23:20:22
claudia josefa,olivera,42,1174646740,3251624348,Montería,false,2024-11-12 23:20:22
mariángela,delgado,50,1420447206,3658176066,Santa Rosa de Cabal,true,2024-11-12 23:20:22
felipe jose,pardo,43,1380110550,3863739427,Sincelejo,false,2024-11-12 23:20:22
ricardo jose,zarate,40,1449691681,3104595832,Santa Marta,true,2024-11-12 23:20:22
sandra maria,ruiz,72,1774009122,3964596758,Armenia,false,2024-11-12 23:20:22
roberto jose,gomez,52,1497667843,3121152967,Ibagué,false,2024-11-12 23:20:22
luis alberto,bustos,65,1468244738,3269915141,Arauquita,false,2024-11-12 23:20:22
david,mora,64,1535648126,3423153844,Villavicencio,false,2024-11-12 23:20:22
jose alejandro,delgado,74,1131816504,3120491827,Santa Rosa de Cabal,false,2024-11-12 23:20:22
antonio,abreu,42,1405303500,3013323023,Bucaramanga,false,2024-11-12 23:20:22
angela maria,santa cruz,42,1893765911,3913125044,Leticia,true,2024-11-12 23:20:22
veronica,ruiz,42,1846450674,3342532382,Pitalito,false,2024-11-12 23:20:22
alejandra maria,jasso,71,1495998528,3615841718,Neiva,true,2024-11-12 23:20:22
silvia,ramirez,62,1340089744,3085700837,Apartadó,true,2024-11-12 23:20:22
paula,sanchez,69,1437225208,3871982447,Girardot,false,2024-11-12 23:20:22
luis,bernal,60,1755312328,3874426397,Girardot,false,2024-11-12 23:20:22
patricia,lópez,72,1014863505,3151858010,Bogotá,true,2024-11-12 23:20:22
manuela,silva,74,1148673102,3495328276,Cali,true,2024-11-12 23:20:22
alejandra,rivera,54,1307856095,3005433984,Soacha,false,2024-11-12 23:20:22
laura,pérez,69,1672525984,3039216223,Santa Marta,true,2024-11-12 23:20:22
silvia,medina,61,1808833088,3608070464,Soacha,false,2024-11-12 23:20:22
valeria,hidalgo,43,1587016988,3827339404,Pereira,true,2024-11-12 23:20:22
adrián,poveda,79,1835321507,3767311252,Montería,false,2024-11-12 23:20:22
francisco antonio,ruiz,45,1179401680,3018294652,Montería,false,2024-11-12 23:20:22
mercedes,franco,75,1405696461,3164431057,Arauquita,false,2024-11-12 23:20:22
margarita,salazar,54,1625185970,3435354843,Arauquita,false,2024-11-12 23:20:22
lina,vivas,58,1088387980,3411036546,Bogotá,false,2024-11-12 23:20:22
elena josefa,cano,68,1371369522,3632065913,Chía,false,2024-11-12 23:20:22
soledad,garcia,71,1441697195,3370074207,Pasto,true,2024-11-12 23:20:22
josé,quiroz,64,1175703655,3035506246,Florencia,false,2024-11-12 23:20:22
manuel jose,garcia,52,1281937515,3613629960,Bucaramanga,false,2024-11-12 23:20:22
miguel ángel,cano,44,1888328806,3734538712,Florencia,false,2024-11-12 23:20:22
alfonso,chapman,77,1856546930,3308303517,Santa Rosa de Cabal,true,2024-11-12 23:20:22
elisabeth,vargas,66,1778599513,3137408037,Manizales,false,2024-11-12 23:20:22
soledad,bermudez,43,1100483431,3856753675,Chía,false,2024-11-12 23:20:22
jose luis,sanchez,75,1722978469,3388101813,Leticia,true,2024-11-12 23:20:22
mario roberto,roa,70,1078937578,3575933207,Yopal,false,2024-11-12 23:20:22
elena josefa,semanario,79,1759542191,3106961603,Pasto,true,2024-11-12 23:20:22
angela maria,ibarra,44,1194677467,3401807379,Arauca,false,2024-11-12 23:20:22
manuel felipe,melgar,71,1648187913,3792699415,Bucaramanga,true,2024-11-12 23:20:22
margarita,sainz,59,1320156895,3344989672,Valledupar,true,2024-11-12 23:20:22
diego,poveda,59,1063527776,3336179376,Santa Rosa de Cabal,false,2024-11-12 23:20:22
antonio,delgado,73,1457146291,3100097285,Armenia,false,2024-11-12 23:20:22
gabriel,bustamante,74,1653251501,3116064271,Barranquilla,true,2024-11-12 23:20:22
luz,torres,58,1413365442,3252098550,Montería,false,2024-11-12 23:20:22
jose manuel,quiroz,40,1634959407,3797656050,Manizales,false,2024-11-12 23:20:22
ignacio,avila,65,1093723751,3952306621,Villavicencio,true,2024-11-12 23:20:22
juan antonio,alcaraz,44,1132438737,3972001771,Villavicencio,false,2024-11-12 23:20:22
valentina,cortes,67,1264725930,3329369748,Santa Marta,false,2024-11-12 23:20:22
alicia maria,maqueda,45,1281705536,3102582260,Valledupar,true,2024-11-12 23:20:22
gustavo fernando,arias,71,1525116094,3103167512,Armenia,false,2024-11-12 23:20:22
sergio,ramirez,60,1038809494,3529495741,Riohacha,true,2024-11-12 23:20:22
angel,quiroz,46,1609730056,3999394032,Barranquilla,false,2024-11-12 23:20:22
sergio alberto,guzmán,66,1562121761,3395092698,Chía,true,2024-11-12 23:20:22
luis roberto,gomez,50,1401933498,3357881914,Cúcuta,false,2024-11-12 23:20:22
lucia,robles,79,1661337352,3235897524,Manizales,false,2024-11-12 23:20:22
manuel,alcaraz,42,1555885797,3523936094,Girardot,true,2024-11-12 23:20:22
ana carolina,garcia,64,1336106262,3867570563,Neiva,true,2024-11-12 23:20:22
claudia,polo,63,1314735350,3140923547,Florencia,false,2024-11-12 23:20:22
josefa,castillo,61,1294315184,3207070600,Riohacha,true,2024-11-12 23:20:22
francisco,salazar,77,1727193144,3842851987,Cartagena,true,2024-11-12 23:20:22
jose manuel,oliva,75,1430081376,3517285388,Santa Rosa de Cabal,true,2024-11-12 23:20:22
felipe antonio,delgado,69,1718337633,3887201975,Cartagena,false,2024-11-12 23:20:22
guillermo,alcaraz,43,1132198236,3462379874,Florencia,true,2024-11-12 23:20:22
adrián,jimenez,51,1749786955,3822345675,Cali,false,2024-11-12 23:20:22
jorge antonio,lira,66,1581918091,3384726344,Cartagena,true,2024-11-12 23:20:22
elisabeth,gonzalez,54,1297384362,3520938857,Santa Rosa de Cabal,true,2024-11-12 23:20:22
alicia maria,hinojosa,72,1512121285,3129479863,Apartadó,false,2024-11-12 23:20:22
manuel antonio,alcaraz,45,1550545227,3174386134,Montería,false,2024-11-12 23:20:22
alfonso,alcaraz,56,1416660533,3633766324,Villavicencio,false,2024-11-12 23:20:22
maría del mar,gomez,45,1561428603,3330692881,Arauquita,false,2024-11-12 23:20:22
pedro jose,piedra,49,1562722718,3303451538,Popayán,false,2024-11-12 23:20:22
marcos,ruiz,41,1816726561,3287853966,Neiva,true,2024-11-12 23:20:22
carmen maria,cano,48,1117158381,3738699603,Riohacha,true,2024-11-12 23:20:22
manuel roberto,aguilar,44,1298933438,3764718938,Medellín,true,2024-11-12 23:20:22
jose manuel,vazquez,73,1845691177,3097105032,Armenia,true,2024-11-12 23:20:22
luis,jimenez,40,1099820320,3060006393,Valledupar,true,2024-11-12 23:20:22
juan josé,chaparro,76,1691639454,3790835308,Cali,true,2024-11-12 23:20:22
laura,munoz,65,1623142934,3149952442,Medellín,true,2024-11-12 23:20:22
lidia,medina,63,1859550924,3447608586,Manizales,false,2024-11-12 23:20:22
gustavo adolfo,vazquez,64,1428274225,3509098261,Arauquita,true,2024-11-12 23:20:22
olga,segovia,67,1513430008,3569647098,Armenia,true,2024-11-12 23:20:22
josé carlos,pimentel,73,1699905410,3884205034,Valledupar,false,2024-11-12 23:20:22
felipe antonio,martinez,52,1241945482,3182665838,Barranquilla,false,2024-11-12 23:20:22
claudio,cortez,67,1078982467,3104174762,Girardot,false,2024-11-12 23:20:22
olga,coronado,55,1432889686,3431106981,Leticia,false,2024-11-12 23:20:22
pedro luis,almeida,40,1108321027,3913552818,Santa Rosa de Cabal,false,2024-11-12 23:20:22
gonzalo,hernandez,52,1440943984,3500034654,Apartadó,false,2024-11-12 23:20:22
olga,piedra,61,1774198505,3052106668,Bucaramanga,true,2024-11-12 23:20:22
francisco javier,zuniga,80,1107931496,3138156634,Manizales,true,2024-11-12 23:20:22
pablo,polo,51,1746016617,3029129285,Cali,false,2024-11-12 23:20:22
laura,gonzález,73,1210073153,3916184674,Cali,false,2024-11-12 23:20:22
manuel jose,benavides,71,1450087841,3755611896,Neiva,true,2024-11-12 23:20:22
pablo,caro,43,1126322511,3249660079,Santa Rosa de Cabal,false,2024-11-12 23:20:22
rosa maria,cortez,59,1063612434,3347211270,Cúcuta,true,2024-11-12 23:20:22
maría del mar,santana,70,1646521896,3528613369,Yopal,true,2024-11-12 23:20:22
miriam,castro,44,1741662680,3770016455,Pereira,false,2024-11-12 23:20:22
ricardo,martinez,66,1679123236,3205518706,Bogotá,true,2024-11-12 23:20:22
alejandra,quiroz,63,1146682959,3252752887,Montería,false,2024-11-12 23:20:22
daniela,navarro,77,1117304768,3186619770,Florencia,true,2024-11-12 23:20:22
carlos,chaparro,66,1426790292,3458055743,Sincelejo,false,2024-11-12 23:20:22
josé carlos,hinojosa,42,1084550873,3791188666,Tunja,false,2024-11-12 23:20:22
david,bautista,58,1461815759,3766200964,Yopal,true,2024-11-12 23:20:22
adriana maria,vasquez,46,1754490801,3747971618,Popayán,true,2024-11-12 23:20:22
luis,alvarez,52,1504133830,3884403042,Armenia,false,2024-11-12 23:20:22
miguel,pozo,53,1547902811,3746230958,Leticia,true,2024-11-12 23:20:22
natalia,velázquez,67,1840767107,3659070039,Bucaramanga,true,2024-11-12 23:20:22
valentina,franco,59,1248564465,3156859794,Neiva,false,2024-11-12 23:20:22
maria teresa,perez,49,1037063384,3891945931,Girardot,true,2024-11-12 23:20:22
beatriz maria,alvarado,73,1482510215,3891147241,Yopal,true,2024-11-12 23:20:22
cristian,vargas,48,1547407952,3530739895,Pereira,true,2024-11-12 23:20:22
guadalupe,rodriguez,49,1596274162,3737973353,Yopal,true,2024-11-12 23:20:22
arturo francisco,márquez,41,1533327515,3609588527,Ibagué,false,2024-11-12 23:20:22
hilda,aranda,76,1882867727,3558936203,Pasto,true,2024-11-12 23:20:22
marcela elena,gonzalez,70,1253577234,3402909694,Neiva,true,2024-11-12 23:20:22
ezequiel,quintero,53,1101496512,3291940572,Florencia,true,2024-11-12 23:20:22
mercedes,delgado,72,1342065586,3615494946,Armenia,false,2024-11-12 23:20:22
gustavo adolfo,hernandez,72,1562763656,3835000864,Florencia,true,2024-11-12 23:20:22
jaime,sotelo,46,1523437875,3800226914,Pitalito,false,2024-11-12 23:20:22
roberto jose,herrera,44,1156285736,3128762175,Riohacha,false,2024-11-12 23:20:22
teresita,alcaraz,74,1489748147,3163849985,Cartagena,true,2024-11-12 23:20:22
lucas david,ibarra,66,1460460604,3475258713,Bucaramanga,true,2024-11-12 23:20:22
manuel,maqueda,51,1598631820,3298230638,Sincelejo,true,2024-11-12 23:20:22
elena,castro,50,1049383412,3575519849,Ibagué,false,2024-11-12 23:20:22
ricardo,salas,56,1705239588,3855685446,Pitalito,true,2024-11-12 23:20:22
elisa,rodriguez,55,1358486745,3875703461,Florencia,false,2024-11-12 23:20:22
juan antonio,bermudez,46,1429694150,3828112981,Riohacha,false,2024-11-12 23:20:22
pedro antonio,benavides,48,1792098095,3608511021,Soacha,true,2024-11-12 23:20:22
miguel ángel,quintana,69,1205211063,3874289479,Tunja,false,2024-11-12 23:20:22
josé luis,arce,77,1520925519,3670967521,Inírida,true,2024-11-12 23:20:22
raul,maqueda,57,1536989309,3148843244,Barranquilla,true,2024-11-12 23:20:22
beatriz,torres,45,1891753937,3675045688,Ibagué,true,2024-11-12 23:20:22
manuel,moreno,56,1324697832,3457588732,Bucaramanga,true,2024-11-12 23:20:22
marta,ochoa,43,1017674557,3430240848,Villavicencio,false,2024-11-12 23:20:22
beatriz rosa,bustamante,50,1565019126,3902784561,Valledupar,true,2024-11-12 23:20:22
lucia,guzmán,50,1178869761,3758543043,Santa Rosa de Cabal,true,2024-11-12 23:20:22
sofia,pedrosa,42,1494060078,3982317865,Apartadó,false,2024-11-12 23:20:22
paula,cameron,41,1503736197,3389787250,Riohacha,true,2024-11-12 23:20:22
luisa maría,díaz,43,1741009921,3990510855,Riohacha,true,2024-11-12 23:20:22
aurelia,ibarra,51,1312096932,3763619984,Pereira,false,2024-11-12 23:20:22
mario roberto,campbell,63,1358079969,3285156420,Cúcuta,true,2024-11-12 23:20:22
sergio alberto,romero,73,1811510875,3573806747,Cartagena,false,2024-11-12 23:20:22
arturo javier,gonzalez,46,1401091343,3777198483,Neiva,false,2024-11-12 23:20:22
lucía maría,melgar,77,1647900164,3381563974,Leticia,true,2024-11-12 23:20:22
andrea maria,ruiz,67,1137446538,3907848438,Sincelejo,false,2024-11-12 23:20:22
arturo javier,castillo,76,1024757616,3977074839,Arauquita,true,2024-11-12 23:20:22
raul enrique,silva,76,1587481656,3309414245,Villavicencio,false,2024-11-12 23:20:22
griselda,gonzález,41,1021715387,3288202086,Ibagué,false,2024-11-12 23:20:22
adriana,gomez,41,1278460770,3029018684,Leticia,false,2024-11-12 23:20:22
monica,herrera,41,1874245848,3410997445,Neiva,false,2024-11-12 23:20:22
luisa maría,fernandez,67,1256511989,3206230582,Barranquilla,true,2024-11-12 23:20:22
martin,fernandez,54,1879030957,3297150385,Pasto,false,2024-11-12 23:20:22
joel,bermudez,54,1226809263,3257753191,Montería,true,2024-11-12 23:20:22
natalia,calderon,41,1370068946,3638606629,Valledupar,false,2024-11-12 23:20:22
luis roberto,salcedo,54,1736800929,3265145400,Neiva,true,2024-11-12 23:20:22
miriam,guzmán,80,1172440720,3174748267,Manizales,false,2024-11-12 23:20:22
juan carlos,hernández,78,1238593165,3406071715,Bucaramanga,true,2024-11-12 23:20:22
marcela,cifuentes,43,1086603690,3408658212,Ibagué,true,2024-11-12 23:20:22
manuela,lucero,57,1594503734,3893611139,Montería,true,2024-11-12 23:20:22
aida,cortes,56,1126907171,3995201720,Bogotá,true,2024-11-12 23:20:22
margarita,solis,43,1888652795,3624368407,Florencia,false,2024-11-12 23:20:22
carolina maria,ramirez,64,1508664129,3988870290,Villavicencio,false,2024-11-12 23:20:22
rocio,delgado,47,1139852828,3150522704,Popayán,false,2024-11-12 23:20:22
josefa,carrillo,52,1776524191,3378756360,Chía,true,2024-11-12 23:20:22
arturo javier,suarez,74,1692136998,3823014875,Riohacha,false,2024-11-12 23:20:22
mario enrique,santa cruz,60,1206108025,3119745362,Inírida,false,2024-11-12 23:20:22
sofia,almeida,52,1192344271,3030112809,Pasto,true,2024-11-12 23:20:22
ana maria,delgado,75,1765455049,3390355763,Santa Rosa de Cabal,false,2024-11-12 23:20:22
florencia,vera,62,1343773698,3573194408,Bucaramanga,true,2024-11-12 23:20:22
vero,guzman,73,1020331496,3318156446,Chía,true,2024-11-12 23:20:22
enrique,pozo,73,1269992701,3214642871,Chía,true,2024-11-12 23:20:22
mauricio enrique,silva,70,1849535354,3775357235,Armenia,false,2024-11-12 23:20:22
marta,benavides,45,1683536109,3539809366,Tunja,true,2024-11-12 23:20:22
marta,velasco,71,1275546267,3843569877,Cúcuta,true,2024-11-12 23:20:22
camila,vera,45,1209666973,3188179988,Barranquilla,true,2024-11-12 23:20:22
arturo,salazar,63,1423978866,3519390059,Santa Marta,true,2024-11-12 23:20:22
nancy,sotelo,59,1130074031,3070673781,Leticia,true,2024-11-12 23:20:22
beatriz rosa,guzmán,56,1642583743,3456000741,Yopal,true,2024-11-12 23:20:22
francisco,bermudez,56,1801650407,3335703609,Pitalito,false,2024-11-12 23:20:22
ruben enrique,pardo,50,1392969704,3511752164,Pereira,false,2024-11-12 23:20:22
ines,robles,45,1346548703,3784653846,Armenia,false,2024-11-12 23:20:22
teresa,lucero,50,1748230976,3126882560,Pereira,false,2024-11-12 23:20:22
ines,melo,66,1431686798,3858020986,Medellín,false,2024-11-12 23:20:22
alicia maria,lópez,48,1108718875,3259303817,Tunja,true,2024-11-12 23:20:22
marcos,abreu,46,1301129010,3090397962,Arauquita,false,2024-11-12 23:20:22
miguel,sarmiento,61,1136979210,3025942252,Chía,true,2024-11-12 23:20:22
lorena,gonzález,75,1368682747,3458295866,Girardot,false,2024-11-12 23:20:22
mauricio enrique,medina,64,1134563692,3950952625,Cartagena,false,2024-11-12 23:20:22
joaquin,valenzuela,42,1838013684,3217777104,Popayán,false,2024-11-12 23:20:22
celia,aguilar,41,1208860653,3789209623,Tunja,true,2024-11-12 23:20:22
pedro jose,morales,60,1276802234,3351978918,Leticia,true,2024-11-12 23:20:22
gustavo adolfo,hernández,44,1432325537,3514745289,Cúcuta,true,2024-11-12 23:20:22
angel,moreno,69,1245815888,3661736224,Santa Rosa de Cabal,true,2024-11-12 23:20:22
jorge antonio,franco,62,1156875558,3701753475,Armenia,true,2024-11-12 23:20:22
maria elena,trujillo,42,1622834989,3563622134,Barranquilla,true,2024-11-12 23:20:22
juan carlos,ruiz,70,1263858184,3066293936,Yopal,false,2024-11-12 23:20:22
laura,silva,59,1133002456,3285054833,Manizales,false,2024-11-12 23:20:22
lucas,lópez,69,1125593339,3323073384,Inírida,false,2024-11-12 23:20:22
claudia josefa,rodriguez,69,1386190146,3715906392,Ibagué,false,2024-11-12 23:20:22
guadalupe,munoz,71,1363392889,3548739303,Manizales,true,2024-11-12 23:20:22
luis alberto,mendoza,57,1877305409,3904391625,Cúcuta,false,2024-11-12 23:20:22
laura,herrera,52,1785340170,3810309806,Villavicencio,false,2024-11-12 23:20:22
carlos,martinez,76,1301325280,3149472692,Medellín,false,2024-11-12 23:20:22
roberto jose,torres,53,1545574884,3035091490,Leticia,false,2024-11-12 23:20:22
jose manuel,moreno,74,1541926446,3006584108,Cúcuta,true,2024-11-12 23:20:22
margarita,yanez,67,1192922141,3530873390,Inírida,true,2024-11-12 23:20:22
aida,hinojosa,63,1859240989,3576281166,Valledupar,true,2024-11-12 23:20:22
mario roberto,melo,42,1862072446,3352922104,Valledupar,true,2024-11-12 23:20:22
juan,bustamante,50,1818256031,3857079602,Villavicencio,true,2024-11-12 23:20:22
paula,benitez,68,1717232548,3484683480,Bucaramanga,true,2024-11-12 23:20:22
francisco,carrillo,65,1032417879,3968120682,Leticia,true,2024-11-12 23:20:22
paula,santa cruz,70,1028299862,3227924012,Bucaramanga,false,2024-11-12 23:20:22
angela maria,torres,51,1445741740,3489214094,Arauca,true,2024-11-12 23:20:22
roberto jose,vera,73,1596590732,3815820366,Popayán,false,2024-11-12 23:20:22
claudia josefa,jiménez,71,1024030983,3661910748,Chía,true,2024-11-12 23:20:22
juan antonio,yanez,65,1799341778,3813757923,Apartadó,true,2024-11-12 23:20:22
josé luis,pinto,79,1248608474,3374840344,Santa Rosa de Cabal,false,2024-11-12 23:20:22
natalia,hinojosa,66,1266971683,3192715038,Cúcuta,false,2024-11-12 23:20:22
martin luis,munoz,66,1124479218,3301708201,Pereira,true,2024-11-12 23:20:22
guillermo,paez,67,1343544611,3980204842,Santa Rosa de Cabal,false,2024-11-12 23:20:22
juan carlos,fuentes,66,1472923924,3769454921,Pitalito,true,2024-11-12 23:20:22
roberto fernando,almeida,52,1648152333,3143978189,Santa Rosa de Cabal,true,2024-11-12 23:20:22
maría del mar,serrano,64,1885737608,3569213601,Neiva,true,2024-11-12 23:20:22
marta,müller,68,1317301082,3091495274,Ibagué,true,2024-11-12 23:20:22
lorena,arias,44,1684715044,3547853969,Pereira,false,2024-11-12 23:20:22
teresa,suarez,57,1212638569,3001649400,Florencia,true,2024-11-12 23:20:22
olga,solis,59,1112930432,3012253816,Bogotá,false,2024-11-12 23:20:22
jose antonio,salazar,61,1242909949,3173279271,Barranquilla,false,2024-11-12 23:20:22
luisa maría,quiroz,56,1759629967,3258122396,Villavicencio,false,2024-11-12 23:20:22
mario roberto,martinez,76,1103038811,3301669381,Pitalito,false,2024-11-12 23:20:22
pablo javier,gomez,55,1302874463,3409022619,Riohacha,false,2024-11-12 23:20:22
lina maria,fernandez,45,1191908608,3041060937,Soacha,true,2024-11-12 23:20:22
beatriz,velázquez,50,1818465598,3226385537,Soacha,true,2024-11-12 23:20:22
oscar,velázquez,75,1754995444,3240789036,Pasto,true,2024-11-12 23:20:22
manuel felipe,márquez,63,1769085790,3344413288,Tunja,false,2024-11-12 23:20:22
fernando manuel,gimenez,47,1405701751,3426587598,Bucaramanga,true,2024-11-12 23:20:22
maria jose,cortez,69,1232242639,3133526318,Florencia,false,2024-11-12 23:20:22
carolina maria,gonzález,45,1489226559,3268513177,Santa Rosa de Cabal,true,2024-11-12 23:20:22
adriana maria,cruz,45,1295963604,3772390616,Popayán,false,2024-11-12 23:20:22
alvaro,segovia,42,1418068504,3232080390,Barranquilla,true,2024-11-12 23:20:22
paula,fuentes,65,1110426013,3396604806,Bogotá,false,2024-11-12 23:20:22
cristina,silva,67,1037669851,3215521383,Cartagena,false,2024-11-12 23:20:22
aurelio,reyes,61,1497191603,3307866909,Chía,false,2024-11-12 23:20:22
carolina maria,fuentes,76,1176021913,3443064437,Inírida,false,2024-11-12 23:20:22
pedro antonio,rivas,80,1582884034,3487962154,Yopal,false,2024-11-12 23:20:22
alfonso,soto,58,1277546619,3684315987,Armenia,false,2024-11-12 23:20:22
jose ramon,vásquez,67,1464591355,3351618088,Cúcuta,true,2024-11-12 23:20:22
sergio,rojas,76,1468679642,3003249080,Chía,false,2024-11-12 23:20:22
roberto,vazquez,70,1441361934,3239901775,Bucaramanga,false,2024-11-12 23:20:22
marta lucia,prado,69,1068240193,3121202854,Santa Rosa de Cabal,false,2024-11-12 23:20:22
belén,gimenez,58,1543042079,3844517251,Florencia,false,2024-11-12 23:20:22
mariana,chapman,42,1416960325,3174803517,Sincelejo,false,2024-11-12 23:20:22
jose antonio,serna,44,1191307382,3542986747,Villavicencio,true,2024-11-12 23:20:22
andrea maria,morales,53,1706867401,3174480231,Bucaramanga,false,2024-11-12 23:20:22
mercedes,bernal,54,1193047870,3217294408,Montería,false,2024-11-12 23:20:22
jorge antonio,castro,69,1254954386,3469965261,Cartagena,false,2024-11-12 23:20:22
nancy,sanchez,43,1638469172,3277453694,Medellín,false,2024-11-12 23:20:22
manuela,martinez,40,1888557398,3062268427,Cúcuta,false,2024-11-12 23:20:22
adela,hernandez,65,1571239552,3183705419,Cúcuta,true,2024-11-12 23:20:22
pedro,prado,55,1213207588,3461957520,Pereira,false,2024-11-12 23:20:22
aurelia,munoz,68,1552335493,3923469298,Pereira,true,2024-11-12 23:20:22
luis fernando,poveda,45,1114507573,3351916840,Pereira,false,2024-11-12 23:20:22
enrique,hernández,63,1641093245,3341320119,Quibdó,true,2024-11-12 23:20:22
mario,reyes,70,1031026467,3713972499,Leticia,false,2024-11-12 23:20:22
jose manuel,ruiz,65,1879680171,3282580000,Bucaramanga,true,2024-11-12 23:20:22
sebastian,barrientos,56,1423193870,3331977536,Bucaramanga,false,2024-11-12 23:20:22
valeria,naranjo,43,1052023194,3581306034,Armenia,true,2024-11-12 23:20:22
mariángela,santana,43,1823237719,3547883177,Quibdó,true,2024-11-12 23:20:22
sandra maria,vargas,63,1111136553,3811506745,Bogotá,true,2024-11-12 23:20:22
miriam,pajares,70,1133081629,3342193913,Florencia,true,2024-11-12 23:20:22
ezequiel,cifuentes,75,1565177763,3087219192,Armenia,false,2024-11-12 23:20:22
paola,olivera,70,1157887521,3226563786,Valledupar,false,2024-11-12 23:20:22
abigail,silva,73,1630770557,3304630517,Cartagena,true,2024-11-12 23:20:22
